node,node_type,gcn_score,graphsage_score,combined_graph_score,embedding_degree,embedding_pagerank,embedding_betweenness,embedding_closeness
Haiti team_midfield_unit,player,0.013621,0.009522,0.011367,0.003661,0.018272,0.000389,0.026598
Ghana team_defense_unit,player,0.01431,0.008927,0.011349,0.003965,0.016663,0.000335,0.023834
Wales team_attack_unit,player,0.014145,0.00905,0.011343,0.003628,0.016643,0.000388,0.026594
Wales team_midfield_unit,player,0.014145,0.009051,0.011343,0.00363,0.016643,0.000388,0.026594
Jamaica team_attack_unit,player,0.014376,0.008816,0.011318,0.003685,0.015733,0.000378,0.026554
Togo team_defense_unit,player,0.013342,0.009561,0.011263,0.003822,0.019163,0.000337,0.02384
Ivory Coast team_midfield_unit,player,0.013455,0.009457,0.011256,0.003893,0.018659,0.000343,0.023871
Colombia team_attack_unit,player,0.014322,0.008722,0.011242,0.003738,0.016292,0.000342,0.023864
China team_midfield_unit,player,0.013794,0.00912,0.011223,0.00387,0.017522,0.00033,0.02381
Honduras,Honduras,0.010379,0.011899,0.011215,0.004506,0.02485,0.000784,0.027433
Slovenia team_midfield_unit,player,0.014315,0.008679,0.011215,0.003792,0.016072,0.000331,0.023814
Egypt team_defense_unit,player,0.013211,0.009543,0.011194,0.003837,0.019061,0.000341,0.023863
Haiti team_attack_unit,player,0.013621,0.00917,0.011173,0.003442,0.017375,0.000389,0.026598
Czech Republic team_midfield_unit,player,0.014366,0.008527,0.011155,0.003332,0.015246,0.000395,0.026626
China team_attack_unit,player,0.013794,0.008994,0.011154,0.003785,0.01721,0.00033,0.02381
Australia team_midfield_unit,player,0.013473,0.009245,0.011148,0.003936,0.017827,0.000344,0.023873
New Zealand team_midfield_unit,player,0.013667,0.009072,0.01114,0.003891,0.017322,0.000328,0.023799
Panama,Panama,0.010699,0.011471,0.011124,0.003616,0.024629,0.000853,0.02775
Iraq,Iraq,0.010193,0.011874,0.011118,0.004578,0.024619,0.000795,0.027481
Norway team_defense_unit,player,0.014364,0.008445,0.011109,0.00373,0.015344,0.000329,0.023805
Slovakia team_midfield_unit,player,0.013748,0.008901,0.011082,0.003564,0.017221,0.00034,0.023857
United Arab Emirates team_defense_unit,player,0.013229,0.009317,0.011078,0.003306,0.018104,0.000398,0.026637
Australia team_defense_unit,player,0.013473,0.009014,0.011021,0.003783,0.017255,0.000344,0.023873
Bulgaria team_midfield_unit,player,0.014444,0.008219,0.01102,0.003515,0.014882,0.000333,0.023822
New Zealand team_attack_unit,player,0.013667,0.008855,0.01102,0.003742,0.016789,0.000328,0.023799
United Arab Emirates team_attack_unit,player,0.013229,0.009204,0.011015,0.003241,0.017805,0.000398,0.026637
Cuba team_attack_unit,player,0.013363,0.009062,0.010998,0.003585,0.017747,0.000347,0.023888
Bolivia team_midfield_unit,player,0.012932,0.009357,0.010966,0.003282,0.019288,0.000351,0.023906
Bosnia and Herzegovina team_defense_unit,player,0.014066,0.008414,0.010957,0.003461,0.01567,0.000331,0.023816
Canada team_defense_unit,player,0.013884,0.008534,0.010941,0.003655,0.015774,0.000333,0.023822
Ivory Coast team_defense_unit,player,0.013455,0.00886,0.010928,0.003512,0.017151,0.000343,0.023871
Greece team_midfield_unit,player,0.014105,0.008318,0.010922,0.003402,0.01541,0.000337,0.023844
Iceland team_attack_unit,player,0.013079,0.009154,0.01092,0.003167,0.017733,0.000405,0.026665
El Salvador team_defense_unit,player,0.01316,0.00904,0.010894,0.003464,0.01788,0.00034,0.023858
Haiti team_defense_unit,player,0.013621,0.008652,0.010888,0.003123,0.016049,0.000389,0.026598
Cuba team_midfield_unit,player,0.013363,0.008854,0.010883,0.003456,0.017214,0.000347,0.023888
Trinidad and Tobago,Trinidad and Tobago,0.010018,0.011534,0.010852,0.00391,0.024484,0.000802,0.027515
Egypt team_midfield_unit,player,0.013211,0.008914,0.010847,0.00345,0.017449,0.000341,0.023863
Iceland team_defense_unit,player,0.013079,0.008997,0.010834,0.00308,0.017317,0.000405,0.026665
Australia team_attack_unit,player,0.013473,0.008662,0.010827,0.003549,0.016384,0.000344,0.023873
El Salvador team_attack_unit,player,0.01316,0.008903,0.010819,0.003379,0.017529,0.00034,0.023858
DR Congo team_attack_unit,player,0.012963,0.009061,0.010817,0.003403,0.018064,0.000337,0.023843
Israel,Israel,0.010023,0.011465,0.010816,0.003856,0.024324,0.000804,0.027523
Honduras team_attack_unit,player,0.012664,0.009297,0.010812,0.003339,0.01899,0.000346,0.023883
DR Congo team_midfield_unit,player,0.012963,0.009047,0.010809,0.003396,0.018025,0.000337,0.023843
Cuba team_defense_unit,player,0.013363,0.00866,0.010776,0.003335,0.01672,0.000347,0.023888
Angola,Angola,0.01015,0.011287,0.010775,0.003577,0.024094,0.000826,0.027625
Ukraine team_attack_unit,player,0.013442,0.008568,0.010761,0.003141,0.016711,0.000346,0.023884
Indonesia,Indonesia,0.01013,0.011265,0.010754,0.003346,0.023114,0.000994,0.030948
Togo team_midfield_unit,player,0.013342,0.008613,0.010741,0.00324,0.016731,0.000337,0.02384
Ivory Coast team_attack_unit,player,0.013455,0.008458,0.010707,0.003256,0.016136,0.000343,0.023871
Kuwait,Kuwait,0.010093,0.011202,0.010703,0.003753,0.023455,0.000848,0.027727
Slovakia team_defense_unit,player,0.013748,0.008169,0.010679,0.003095,0.015375,0.00034,0.023857
Panama team_midfield_unit,player,0.012342,0.0093,0.010669,0.002797,0.019815,0.00038,0.024042
North Korea team_defense_unit,player,0.013773,0.008091,0.010648,0.00285,0.014474,0.000399,0.02664
Togo team_attack_unit,player,0.013342,0.008375,0.01061,0.003095,0.01612,0.000337,0.02384
Ukraine team_defense_unit,player,0.013442,0.008241,0.010581,0.002944,0.015866,0.000346,0.023884
Qatar,Qatar,0.009878,0.011097,0.010549,0.003621,0.023293,0.00085,0.027734
Iraq team_midfield_unit,player,0.0126,0.008736,0.010475,0.003088,0.017388,0.000351,0.023907
El Salvador team_midfield_unit,player,0.01316,0.008277,0.010475,0.003001,0.015917,0.00034,0.023858
Bolivia team_defense_unit,player,0.012932,0.008436,0.010459,0.002783,0.016818,0.000351,0.023906
United Arab Emirates team_midfield_unit,player,0.013229,0.00791,0.010304,0.002495,0.014412,0.000398,0.026637
Angola team_midfield_unit,player,0.012084,0.008833,0.010296,0.002611,0.018484,0.000367,0.023979
Iraq team_attack_unit,player,0.0126,0.008406,0.010293,0.002901,0.016517,0.000351,0.023907
Iceland team_midfield_unit,player,0.013079,0.007982,0.010276,0.002504,0.014639,0.000405,0.026665
Israel team_attack_unit,player,0.012237,0.008632,0.010254,0.002671,0.017691,0.000356,0.023928
Egypt team_attack_unit,player,0.013211,0.007781,0.010225,0.002753,0.01455,0.000341,0.023863
Honduras team_midfield_unit,player,0.012664,0.008168,0.010191,0.002713,0.015986,0.000346,0.023883
Trinidad and Tobago team_midfield_unit,player,0.012313,0.008427,0.010175,0.002596,0.017083,0.000355,0.023924
Kuwait team_attack_unit,player,0.011935,0.00873,0.010172,0.002701,0.017942,0.000378,0.02403
Trinidad and Tobago team_attack_unit,player,0.012313,0.008265,0.010086,0.002514,0.016641,0.000355,0.023924
DR Congo team_defense_unit,player,0.012963,0.007703,0.01007,0.002602,0.014527,0.000337,0.023843
Bolivia team_attack_unit,player,0.012932,0.007664,0.010035,0.002363,0.01475,0.000351,0.023906
Iraq team_defense_unit,player,0.0126,0.007919,0.010025,0.002625,0.01523,0.000351,0.023907
Qatar team_defense_unit,player,0.011817,0.008347,0.009908,0.002465,0.01696,0.000379,0.024034
Honduras team_defense_unit,player,0.012664,0.007644,0.009903,0.002421,0.014595,0.000346,0.023883
Israel team_midfield_unit,player,0.012237,0.007938,0.009872,0.002326,0.015779,0.000356,0.023928
Indonesia team_attack_unit,player,0.011998,0.008069,0.009837,0.002062,0.015594,0.000445,0.026825
Indonesia team_defense_unit,player,0.011998,0.008041,0.009822,0.00205,0.015516,0.000445,0.026825
Trinidad and Tobago team_defense_unit,player,0.012313,0.007682,0.009766,0.002221,0.015042,0.000355,0.023924
Panama team_defense_unit,player,0.012342,0.007603,0.009735,0.002013,0.015043,0.00038,0.024042
Israel team_defense_unit,player,0.012237,0.007641,0.009709,0.002178,0.01496,0.000356,0.023928
Indonesia team_midfield_unit,player,0.011998,0.007687,0.009627,0.00189,0.014515,0.000445,0.026825
Angola team_attack_unit,player,0.012084,0.007567,0.0096,0.00202,0.014934,0.000367,0.023979
Qatar team_midfield_unit,player,0.011817,0.007616,0.009507,0.002112,0.014932,0.000379,0.024034
Kuwait team_defense_unit,player,0.011935,0.007451,0.009469,0.002075,0.014405,0.000378,0.02403
Angola team_defense_unit,player,0.012084,0.007317,0.009462,0.001903,0.014232,0.000367,0.023979
Panama team_attack_unit,player,0.012342,0.00697,0.009387,0.001721,0.013262,0.00038,0.024042
Kuwait team_midfield_unit,player,0.011935,0.007263,0.009365,0.001982,0.013885,0.000378,0.02403
Qatar team_attack_unit,player,0.011817,0.007317,0.009342,0.001967,0.0141,0.000379,0.024034
