match_id,year,team_a,team_b,event_attention_m,media_reposts_k,stage,hashtag_mentions_k,video_views_m,sentiment_score,engagement_rate,fan_growth_7d_pct,news_sentiment_score,narrative_topic,text_signal_score,time_decay_attention
801,2014,Nigeria,Bosnia and Herzegovina,57.82,334.67,group_or_knockout,115.08,75.56,0.038,0.3633,1.38,0.125,real_news_reference,0.11,64.6
802,2014,Belgium,Russia,57.82,211.73,group_or_knockout,141.57,71.97,0.056,0.3954,1.79,0.064,real_news_reference,0.094,59.04
803,2014,South Korea,Algeria,68.82,283.36,group_or_knockout,184.1,122.87,0.102,0.0917,0.9,0.132,real_news_reference,0.114,54.11
804,2014,United States,Portugal,64.42,230.0,group_or_knockout,224.8,72.96,0.317,0.2103,1.93,0.093,real_news_reference,0.206,62.08
805,2014,Australia,Spain,62.22,298.71,group_or_knockout,248.75,108.15,0.121,0.1367,4.51,0.286,real_news_reference,0.197,68.77
806,2014,Brazil,Cameroon,66.62,152.73,group_or_knockout,393.27,100.31,0.131,0.1011,2.72,0.209,real_news_reference,0.163,57.53
807,2014,Croatia,Mexico,64.42,89.87,group_or_knockout,172.26,128.3,0.199,0.2499,4.88,0.087,real_news_reference,0.154,52.17
808,2014,Netherlands,Chile,60.02,151.38,group_or_knockout,162.51,91.86,0.124,0.15,-0.37,0.065,real_news_reference,0.1,62.37
809,2014,Costa Rica,England,55.62,185.83,group_or_knockout,193.58,117.29,0.188,0.2588,2.16,0.086,real_news_reference,0.149,53.45
810,2014,Greece,Ivory Coast,62.22,185.51,group_or_knockout,157.61,128.83,0.176,0.2009,-1.27,0.103,real_news_reference,0.146,49.6
811,2014,Italy,Uruguay,57.82,178.48,group_or_knockout,167.69,65.97,0.16,0.2909,1.9,0.135,real_news_reference,0.162,50.93
812,2014,Japan,Colombia,66.62,275.57,group_or_knockout,180.41,119.38,0.425,0.3296,0.6,0.237,real_news_reference,0.331,59.8
813,2014,Bosnia and Herzegovina,Iran,64.42,204.88,group_or_knockout,100.49,75.95,0.239,0.22,5.49,0.071,real_news_reference,0.161,65.74
814,2014,Ecuador,France,55.62,198.79,group_or_knockout,172.32,109.59,0.04,0.1571,3.66,0.331,real_news_reference,0.183,52.83
815,2014,Honduras,Switzerland,62.22,136.67,group_or_knockout,178.59,107.42,0.185,0.2912,4.93,0.073,real_news_reference,0.145,59.44
816,2014,Nigeria,Argentina,66.62,140.09,group_or_knockout,275.01,85.43,0.069,0.11,1.9,0.035,real_news_reference,0.058,71.31
817,2014,Algeria,Russia,60.02,269.52,group_or_knockout,180.56,73.46,0.193,0.146,0.66,0.283,real_news_reference,0.229,52.83
818,2014,South Korea,Belgium,57.82,169.96,group_or_knockout,126.93,84.33,0.011,0.1962,0.59,0.254,real_news_reference,0.139,59.1
819,2014,Portugal,Ghana,62.22,149.33,group_or_knockout,175.24,120.77,0.037,0.1105,3.36,0.134,real_news_reference,0.088,56.76
820,2014,United States,Germany,57.82,138.84,group_or_knockout,102.98,111.88,0.183,0.0897,6.6,0.179,real_news_reference,0.172,53.81
821,2014,Brazil,Chile,60.02,143.01,group_or_knockout,133.21,56.62,0.248,0.2774,3.67,0.181,real_news_reference,0.221,58.83
822,2014,Colombia,Uruguay,60.02,140.64,group_or_knockout,211.36,77.6,0.198,0.3301,2.01,0.159,real_news_reference,0.194,61.85
823,2014,Costa Rica,Greece,60.02,119.75,group_or_knockout,169.5,87.01,0.234,0.2643,2.4,0.044,real_news_reference,0.152,67.24
824,2014,Netherlands,Mexico,62.22,116.81,group_or_knockout,235.4,103.36,0.185,0.1068,2.73,-0.05,real_news_reference,0.071,54.56
825,2014,France,Nigeria,60.02,162.4,group_or_knockout,110.27,65.68,0.165,0.1661,7.06,0.081,real_news_reference,0.127,49.06
826,2014,Germany,Algeria,62.22,150.6,group_or_knockout,175.93,83.12,0.098,0.3092,5.39,0.293,real_news_reference,0.207,58.14
827,2014,Argentina,Switzerland,57.82,225.28,group_or_knockout,154.23,118.6,0.229,0.2675,3.35,0.297,real_news_reference,0.263,56.48
828,2014,Belgium,United States,62.22,193.01,group_or_knockout,237.37,94.54,0.251,0.3756,3.03,0.127,real_news_reference,0.208,53.64
829,2014,Brazil,Colombia,62.22,191.51,group_or_knockout,221.16,116.19,0.142,0.5549,3.43,0.071,real_news_reference,0.151,68.48
830,2014,France,Germany,57.82,134.19,group_or_knockout,203.95,88.48,0.136,0.2005,3.84,0.17,real_news_reference,0.158,61.73
831,2014,Argentina,Belgium,57.82,159.72,group_or_knockout,255.36,86.99,0.307,0.2005,1.93,0.183,real_news_reference,0.241,55.38
832,2014,Netherlands,Costa Rica,55.62,175.85,group_or_knockout,152.4,95.03,0.146,0.2658,1.03,0.196,real_news_reference,0.18,52.4
833,2014,Brazil,Germany,73.22,255.7,group_or_knockout,307.12,90.59,0.156,0.1291,4.97,-0.054,real_news_reference,0.059,58.19
834,2014,Netherlands,Argentina,55.62,154.82,group_or_knockout,128.7,68.12,0.197,0.3623,2.85,0.401,real_news_reference,0.305,54.13
835,2014,Brazil,Netherlands,62.22,240.53,group_or_knockout,142.66,136.02,0.138,0.1668,4.79,0.239,real_news_reference,0.186,61.88
836,2014,Germany,Argentina,57.82,165.6,group_or_knockout,209.67,117.36,0.066,0.1755,6.26,0.132,real_news_reference,0.107,63.66
837,2018,Russia,Saudi Arabia,68.08,242.91,group_or_knockout,140.4,126.57,0.186,0.2897,3.89,0.091,real_news_reference,0.154,65.38
838,2018,Egypt,Uruguay,59.28,147.69,group_or_knockout,205.5,63.92,0.144,0.1906,3.55,0.227,real_news_reference,0.186,49.6
839,2018,Morocco,Iran,59.28,101.98,group_or_knockout,182.66,55.68,0.332,0.2262,9.52,0.188,real_news_reference,0.257,50.08
840,2018,Portugal,Spain,70.28,216.51,group_or_knockout,276.01,79.28,0.227,0.1871,3.23,0.155,real_news_reference,0.191,58.86
841,2018,France,Australia,63.68,222.95,group_or_knockout,188.48,134.94,0.089,0.0939,0.51,0.185,real_news_reference,0.133,71.19
842,2018,Argentina,Iceland,61.48,206.4,group_or_knockout,187.3,120.57,0.221,0.2466,2.21,0.139,real_news_reference,0.187,65.51
843,2018,Peru,Denmark,59.28,190.66,group_or_knockout,202.27,93.66,0.179,0.1049,6.06,0.18,real_news_reference,0.172,63.84
844,2018,Croatia,Nigeria,61.48,159.35,group_or_knockout,156.5,132.76,0.279,0.3859,0.08,0.206,real_news_reference,0.257,66.56
845,2018,Costa Rica,Serbia,59.28,135.15,group_or_knockout,149.26,64.65,0.096,0.4199,1.22,0.176,real_news_reference,0.164,48.28
846,2018,Germany,Mexico,59.28,197.7,group_or_knockout,200.51,96.44,0.167,0.1959,5.12,0.171,real_news_reference,0.172,61.22
847,2018,Brazil,Switzerland,61.48,197.97,group_or_knockout,183.35,69.98,0.138,0.3556,2.23,0.26,real_news_reference,0.215,63.54
848,2018,Sweden,South Korea,59.28,144.78,group_or_knockout,160.85,76.97,0.154,0.146,2.57,0.02,real_news_reference,0.093,51.04
849,2018,Belgium,Panama,63.68,248.27,group_or_knockout,187.39,135.14,0.06,0.1934,5.05,0.084,real_news_reference,0.084,60.92
850,2018,Tunisia,England,63.68,142.12,group_or_knockout,285.01,129.19,0.206,0.2395,1.29,0.15,real_news_reference,0.184,64.86
851,2018,Colombia,Japan,63.68,154.54,group_or_knockout,171.25,65.74,0.19,0.1321,-0.28,0.09,real_news_reference,0.139,70.24
852,2018,Poland,Senegal,63.68,287.74,group_or_knockout,170.01,77.97,0.277,0.0732,-0.12,0.116,real_news_reference,0.184,52.2
853,2018,Russia,Egypt,65.88,240.1,group_or_knockout,129.15,110.21,0.147,0.2738,4.02,0.251,real_news_reference,0.206,72.55
854,2018,Portugal,Morocco,59.28,153.24,group_or_knockout,176.21,58.08,0.107,0.2399,3.34,0.136,real_news_reference,0.133,65.92
855,2018,Uruguay,Saudi Arabia,59.28,183.6,group_or_knockout,209.87,95.74,0.227,0.2947,1.35,0.002,real_news_reference,0.133,65.95
856,2018,Iran,Spain,59.28,176.91,group_or_knockout,219.49,98.4,0.069,0.3031,0.37,0.114,real_news_reference,0.113,46.34
857,2018,Denmark,Australia,61.48,81.45,group_or_knockout,189.76,78.59,0.257,0.2433,2.23,0.153,real_news_reference,0.209,52.85
858,2018,France,Peru,59.28,131.43,group_or_knockout,226.16,75.94,0.256,0.4928,5.14,0.151,real_news_reference,0.232,60.99
859,2018,Argentina,Croatia,63.68,179.4,group_or_knockout,229.68,76.28,0.274,0.1245,1.04,0.193,real_news_reference,0.223,57.05
860,2018,Brazil,Costa Rica,61.48,158.99,group_or_knockout,243.95,130.11,0.186,0.3295,1.41,0.186,real_news_reference,0.2,49.31
861,2018,Nigeria,Iceland,61.48,188.27,group_or_knockout,236.23,86.41,0.099,0.2734,0.3,0.137,real_news_reference,0.134,64.84
862,2018,Serbia,Switzerland,63.68,249.67,group_or_knockout,283.26,105.76,0.159,0.2234,2.03,0.053,real_news_reference,0.118,50.33
863,2018,Belgium,Tunisia,72.48,189.29,group_or_knockout,208.7,93.65,0.186,0.2959,3.51,0.113,real_news_reference,0.164,68.17
864,2018,South Korea,Mexico,63.68,135.33,group_or_knockout,137.29,115.48,0.092,0.1897,7.24,0.098,real_news_reference,0.104,71.39
865,2018,Germany,Sweden,63.68,199.3,group_or_knockout,225.83,65.71,0.281,0.3648,3.26,0.125,real_news_reference,0.219,59.76
866,2018,England,Panama,72.48,189.02,group_or_knockout,264.66,71.98,0.206,0.5033,2.69,0.203,real_news_reference,0.234,80.33
867,2018,Japan,Senegal,65.88,180.21,group_or_knockout,293.05,123.04,0.059,0.2392,4.61,0.18,real_news_reference,0.131,61.09
868,2018,Poland,Colombia,63.68,167.7,group_or_knockout,263.54,117.47,0.336,0.2336,4.26,0.214,real_news_reference,0.271,57.62
869,2018,Russia,Uruguay,63.68,340.9,group_or_knockout,311.14,79.25,0.158,0.1325,1.59,0.117,real_news_reference,0.137,52.13
870,2018,Saudi Arabia,Egypt,63.68,97.17,group_or_knockout,223.37,86.7,0.039,0.2883,7.63,0.269,real_news_reference,0.167,57.88
871,2018,Spain,Morocco,65.88,168.87,group_or_knockout,209.57,141.28,0.065,0.1395,2.75,0.202,real_news_reference,0.134,59.38
872,2018,Iran,Portugal,61.48,175.51,group_or_knockout,130.64,63.67,0.297,0.169,3.3,0.157,real_news_reference,0.221,66.69
873,2018,Australia,Peru,61.48,141.17,group_or_knockout,199.48,69.97,0.331,0.2555,3.96,0.196,real_news_reference,0.263,68.31
874,2018,Denmark,France,57.08,209.85,group_or_knockout,149.36,83.28,0.249,0.2496,3.53,0.094,real_news_reference,0.179,44.97
875,2018,Nigeria,Argentina,63.68,228.51,group_or_knockout,201.69,80.67,0.28,0.1681,6.0,-0.021,real_news_reference,0.133,51.92
876,2018,Iceland,Croatia,63.68,179.56,group_or_knockout,193.93,111.04,0.27,0.4964,1.56,0.1,real_news_reference,0.216,64.42
877,2018,South Korea,Germany,61.48,162.87,group_or_knockout,207.81,110.53,0.204,0.2326,4.45,0.208,real_news_reference,0.209,58.68
878,2018,Mexico,Sweden,63.68,176.36,group_or_knockout,186.71,100.89,0.181,0.2509,3.15,0.155,real_news_reference,0.176,56.48
879,2018,Serbia,Brazil,61.48,170.61,group_or_knockout,233.33,104.18,0.202,0.1961,4.86,0.137,real_news_reference,0.172,53.71
880,2018,Switzerland,Costa Rica,65.88,184.18,group_or_knockout,100.19,96.41,0.222,0.1678,2.35,0.08,real_news_reference,0.153,56.71
881,2018,Japan,Poland,59.28,160.71,group_or_knockout,186.75,111.95,0.074,0.2425,2.06,-0.008,real_news_reference,0.054,57.45
882,2018,Senegal,Colombia,59.28,181.81,group_or_knockout,240.54,56.6,0.221,0.2572,4.34,0.262,real_news_reference,0.243,46.61
883,2018,Panama,Tunisia,63.68,224.7,group_or_knockout,305.33,83.21,0.294,0.2248,3.55,0.131,real_news_reference,0.214,66.61
884,2018,England,Belgium,59.28,120.04,group_or_knockout,213.85,106.1,0.127,0.349,1.08,0.114,real_news_reference,0.143,52.65
885,2018,France,Argentina,72.48,154.33,group_or_knockout,331.8,96.29,0.117,0.1956,5.63,0.094,real_news_reference,0.115,67.67
886,2018,Uruguay,Portugal,63.68,111.53,group_or_knockout,199.56,63.81,0.196,0.2212,4.34,0.248,real_news_reference,0.222,61.75
887,2018,Russia,Spain,61.48,223.92,group_or_knockout,184.83,82.91,0.083,0.1564,2.64,0.219,real_news_reference,0.152,52.63
888,2018,Croatia,Denmark,61.48,188.44,group_or_knockout,210.83,112.2,0.016,0.2083,1.82,0.071,real_news_reference,0.06,67.51
889,2018,Brazil,Mexico,61.48,202.39,group_or_knockout,184.55,65.08,0.263,0.3978,3.56,0.241,real_news_reference,0.267,63.05
890,2018,Belgium,Japan,68.08,130.38,group_or_knockout,168.19,125.4,0.103,0.1306,4.19,0.137,real_news_reference,0.121,74.43
891,2018,Sweden,Switzerland,59.28,279.24,group_or_knockout,156.56,113.11,0.15,0.0901,-0.55,0.099,real_news_reference,0.121,56.38
892,2018,Colombia,England,61.48,148.15,group_or_knockout,139.86,106.11,0.087,0.3541,3.59,0.125,real_news_reference,0.131,57.53
893,2018,Uruguay,France,61.48,184.16,group_or_knockout,210.78,74.85,0.276,0.0501,4.17,0.085,real_news_reference,0.167,53.2
894,2018,Brazil,Belgium,63.68,231.16,group_or_knockout,191.85,123.98,0.233,0.5461,-2.14,0.042,real_news_reference,0.178,62.16
895,2018,Sweden,England,61.48,133.27,group_or_knockout,168.79,72.47,0.124,0.2848,3.21,0.21,real_news_reference,0.179,61.08
896,2018,Russia,Croatia,65.88,161.56,group_or_knockout,171.77,136.87,0.03,0.1295,4.26,0.13,real_news_reference,0.085,61.35
897,2018,France,Belgium,59.28,178.12,group_or_knockout,202.05,107.81,0.113,0.2555,4.02,0.197,real_news_reference,0.165,49.34
898,2018,Croatia,England,63.68,405.03,group_or_knockout,232.52,61.84,0.205,0.3661,4.49,0.171,real_news_reference,0.206,55.93
899,2018,Belgium,England,61.48,191.14,group_or_knockout,139.22,119.21,0.167,0.1776,2.11,0.192,real_news_reference,0.179,48.27
900,2018,France,Croatia,70.28,314.9,group_or_knockout,153.02,109.52,0.159,0.4221,0.62,-0.016,real_news_reference,0.107,62.89
901,2022,Qatar,Ecuador,62.94,252.09,group_or_knockout,240.04,93.68,0.169,0.2795,-0.98,0.079,real_news_reference,0.14,62.25
902,2022,Senegal,Netherlands,62.94,199.38,group_or_knockout,134.07,91.05,0.224,0.1978,5.09,0.194,real_news_reference,0.208,70.75
903,2022,England,Iran,76.14,164.94,group_or_knockout,262.29,128.57,0.144,0.2797,4.28,0.046,real_news_reference,0.113,64.27
904,2022,United States,Wales,62.94,241.99,group_or_knockout,283.27,115.93,0.193,0.2603,5.25,0.178,real_news_reference,0.193,50.35
905,2022,Argentina,Saudi Arabia,65.14,122.37,group_or_knockout,293.34,134.5,0.049,0.111,1.28,0.037,real_news_reference,0.05,57.76
906,2022,Mexico,Poland,58.54,261.9,group_or_knockout,211.49,73.46,0.404,0.1283,4.49,0.149,real_news_reference,0.262,48.97
907,2022,Denmark,Tunisia,58.54,176.92,group_or_knockout,209.96,100.69,0.12,0.1771,-0.36,0.277,real_news_reference,0.196,60.32
908,2022,France,Australia,69.54,94.62,group_or_knockout,366.82,124.63,0.168,0.1053,0.97,0.21,real_news_reference,0.181,54.39
909,2022,Germany,Japan,65.14,169.22,group_or_knockout,109.17,115.77,0.205,0.2266,3.06,0.0,real_news_reference,0.115,73.81
910,2022,Spain,Costa Rica,73.94,253.75,group_or_knockout,197.78,113.93,0.107,0.2192,4.19,0.216,real_news_reference,0.167,80.45
911,2022,Morocco,Croatia,58.54,156.55,group_or_knockout,217.42,82.44,0.149,0.1805,6.33,0.294,real_news_reference,0.217,56.0
912,2022,Belgium,Canada,60.74,212.05,group_or_knockout,167.72,114.86,0.148,0.2444,2.3,0.372,real_news_reference,0.258,67.51
913,2022,Switzerland,Cameroon,60.74,136.81,group_or_knockout,248.77,78.36,0.057,0.3566,0.98,0.186,real_news_reference,0.145,61.11
914,2022,Brazil,Serbia,62.94,124.77,group_or_knockout,187.23,73.67,0.192,0.2914,0.87,0.039,real_news_reference,0.133,71.61
915,2022,Uruguay,South Korea,58.54,163.97,group_or_knockout,181.75,94.22,-0.017,0.2835,1.36,0.183,real_news_reference,0.103,51.53
916,2022,Portugal,Ghana,69.54,200.49,group_or_knockout,195.05,86.78,0.323,0.456,7.46,0.276,real_news_reference,0.315,79.2
917,2022,Qatar,Senegal,67.34,174.55,group_or_knockout,177.53,63.52,0.227,0.3737,4.39,0.133,real_news_reference,0.199,56.89
918,2022,Netherlands,Ecuador,62.94,253.62,group_or_knockout,164.91,60.87,0.212,0.0553,5.14,0.232,real_news_reference,0.205,57.1
919,2022,Wales,Iran,62.94,141.76,group_or_knockout,202.34,113.51,-0.026,0.1961,2.3,0.081,real_news_reference,0.044,70.29
920,2022,England,United States,58.54,182.62,group_or_knockout,144.9,126.74,0.069,0.1499,2.8,0.178,real_news_reference,0.126,53.47
921,2022,Poland,Saudi Arabia,62.94,183.32,group_or_knockout,239.96,93.85,0.287,0.1047,4.27,-0.051,real_news_reference,0.117,53.85
922,2022,Argentina,Mexico,62.94,116.31,group_or_knockout,222.62,68.68,0.563,0.2561,1.74,0.072,real_news_reference,0.311,50.44
923,2022,Tunisia,Australia,60.74,119.97,group_or_knockout,240.2,119.26,0.268,0.2708,2.19,0.148,real_news_reference,0.214,50.63
924,2022,France,Denmark,65.14,186.77,group_or_knockout,147.57,80.76,0.252,0.2007,1.38,0.119,real_news_reference,0.187,59.14
925,2022,Japan,Costa Rica,60.74,302.28,group_or_knockout,119.31,133.28,0.201,0.2928,1.86,0.044,real_news_reference,0.14,56.59
926,2022,Spain,Germany,62.94,211.53,group_or_knockout,188.88,102.73,0.063,0.1696,2.9,0.108,real_news_reference,0.094,61.38
927,2022,Belgium,Morocco,62.94,110.94,group_or_knockout,390.29,75.68,0.248,0.1706,1.07,0.174,real_news_reference,0.207,67.53
928,2022,Croatia,Canada,69.54,83.18,group_or_knockout,286.71,107.43,0.038,0.3523,3.4,0.141,real_news_reference,0.116,54.58
929,2022,Cameroon,Serbia,71.74,251.72,group_or_knockout,187.62,95.84,0.027,0.2225,3.4,0.153,real_news_reference,0.103,77.68
930,2022,Brazil,Switzerland,60.74,168.96,group_or_knockout,202.9,116.21,0.021,0.1836,2.42,0.207,real_news_reference,0.121,60.0
931,2022,South Korea,Ghana,69.54,273.54,group_or_knockout,250.59,72.15,0.246,0.1033,1.06,0.121,real_news_reference,0.175,73.18
932,2022,Portugal,Uruguay,62.94,140.55,group_or_knockout,134.3,126.77,0.142,0.1993,3.02,0.257,real_news_reference,0.199,66.25
933,2022,Ecuador,Senegal,65.14,205.33,group_or_knockout,275.6,123.61,0.158,0.1682,1.74,0.069,real_news_reference,0.119,71.99
934,2022,Qatar,Netherlands,62.94,227.95,group_or_knockout,181.33,127.12,0.147,0.5839,2.9,0.302,real_news_reference,0.26,51.21
935,2022,Wales,England,65.14,164.23,group_or_knockout,191.3,134.42,0.036,0.1996,5.11,0.237,real_news_reference,0.143,64.21
936,2022,Iran,United States,60.74,154.05,group_or_knockout,183.56,72.81,0.081,0.1258,0.17,0.12,real_news_reference,0.103,67.25
937,2022,Poland,Argentina,62.94,181.14,group_or_knockout,251.72,99.28,0.086,0.2516,7.36,0.125,real_news_reference,0.12,65.39
938,2022,Saudi Arabia,Mexico,65.14,216.69,group_or_knockout,162.02,130.6,0.008,0.5619,2.65,0.165,real_news_reference,0.134,53.07
939,2022,Australia,Denmark,60.74,172.88,group_or_knockout,119.09,84.47,0.098,0.334,3.66,0.196,real_news_reference,0.166,60.8
940,2022,Tunisia,France,60.74,227.99,group_or_knockout,197.82,59.44,0.04,0.2002,1.22,0.236,real_news_reference,0.144,64.87
941,2022,Japan,Spain,65.14,163.56,group_or_knockout,117.4,83.32,0.206,0.2485,5.2,0.041,real_news_reference,0.136,57.25
942,2022,Costa Rica,Germany,71.74,141.33,group_or_knockout,199.89,87.13,0.214,0.3381,2.54,0.183,real_news_reference,0.212,72.29
943,2022,Croatia,Belgium,58.54,290.98,group_or_knockout,236.61,118.9,0.019,0.3341,1.97,-0.021,real_news_reference,0.033,63.37
944,2022,Canada,Morocco,65.14,157.16,group_or_knockout,226.18,97.91,0.118,0.2431,1.59,0.134,real_news_reference,0.138,63.09
945,2022,Serbia,Switzerland,69.54,169.48,group_or_knockout,271.1,124.38,0.334,0.1789,2.24,0.264,real_news_reference,0.287,59.1
946,2022,Cameroon,Brazil,60.74,170.4,group_or_knockout,213.08,130.64,0.05,0.3257,3.68,0.035,real_news_reference,0.071,59.4
947,2022,Ghana,Uruguay,62.94,183.28,group_or_knockout,345.42,81.13,0.191,0.2971,3.16,0.02,real_news_reference,0.125,62.42
948,2022,South Korea,Portugal,65.14,167.05,group_or_knockout,168.93,123.09,0.159,0.2003,2.72,0.166,real_news_reference,0.166,60.26
949,2022,Netherlands,United States,67.34,191.5,group_or_knockout,223.47,62.6,0.257,0.1118,1.31,0.259,real_news_reference,0.243,69.0
950,2022,Argentina,Australia,65.14,184.09,group_or_knockout,175.39,67.44,0.178,0.1484,1.18,0.174,real_news_reference,0.173,60.97
951,2022,France,Poland,67.34,202.09,group_or_knockout,256.97,74.78,0.105,0.2892,1.83,-0.004,real_news_reference,0.074,73.8
952,2022,England,Senegal,65.14,96.2,group_or_knockout,192.7,85.08,0.155,0.3795,3.77,0.013,real_news_reference,0.114,69.37
953,2022,Japan,Croatia,62.94,304.55,group_or_knockout,290.58,89.62,0.156,0.3579,4.19,0.156,real_news_reference,0.176,67.33
954,2022,Brazil,South Korea,69.54,190.69,group_or_knockout,182.95,105.71,0.139,0.4184,4.47,0.054,real_news_reference,0.129,67.41
955,2022,Morocco,Spain,58.54,196.82,group_or_knockout,250.01,71.36,0.016,0.3199,2.8,0.159,real_news_reference,0.111,49.8
956,2022,Portugal,Switzerland,73.94,143.65,group_or_knockout,257.63,72.91,0.272,0.2967,3.61,0.164,real_news_reference,0.226,76.96
957,2022,Croatia,Brazil,62.94,157.64,group_or_knockout,187.55,112.08,0.255,0.2531,2.45,0.109,real_news_reference,0.189,50.65
958,2022,Netherlands,Argentina,67.34,159.41,group_or_knockout,231.68,62.68,0.044,0.2762,-0.86,0.293,real_news_reference,0.179,65.07
959,2022,Morocco,Portugal,60.74,261.94,group_or_knockout,194.79,118.58,0.118,0.3875,2.35,0.195,real_news_reference,0.18,48.54
960,2022,England,France,65.14,157.99,group_or_knockout,213.9,137.31,0.126,0.2712,2.01,0.245,real_news_reference,0.194,63.2
961,2022,Argentina,Croatia,65.14,230.17,group_or_knockout,185.83,118.78,0.032,0.472,0.62,0.222,real_news_reference,0.162,66.89
962,2022,France,Morocco,62.94,149.91,group_or_knockout,158.66,105.41,-0.039,0.4003,1.61,0.136,real_news_reference,0.084,58.59
963,2022,Croatia,Morocco,65.14,163.99,group_or_knockout,179.97,114.26,0.081,0.3586,3.08,0.133,real_news_reference,0.132,60.59
964,2022,Argentina,France,71.74,191.39,group_or_knockout,141.49,125.39,0.112,0.09,0.42,0.124,real_news_reference,0.115,59.13
965,2026,Mexico,South Africa,64.4,263.64,group_or_knockout,238.79,135.96,0.004,0.3569,1.31,0.203,real_news_reference,0.129,57.23
966,2026,South Korea,Czech Republic,66.6,112.12,group_or_knockout,146.92,143.43,0.166,0.2353,6.05,0.096,real_news_reference,0.141,62.6
967,2026,Canada,Bosnia and Herzegovina,64.4,127.32,group_or_knockout,183.22,93.68,0.264,0.3394,-0.57,0.286,real_news_reference,0.281,70.25
968,2026,United States,Paraguay,71.0,117.62,group_or_knockout,250.81,120.86,0.232,0.1333,2.42,0.088,real_news_reference,0.157,78.33
969,2026,Qatar,Switzerland,64.4,135.72,group_or_knockout,238.64,125.17,0.135,0.1114,0.35,0.165,real_news_reference,0.146,72.34
970,2026,Brazil,Morocco,64.4,146.62,group_or_knockout,124.15,58.05,-0.036,0.2694,1.22,0.13,real_news_reference,0.069,52.56
971,2026,Haiti,Scotland,62.2,113.1,group_or_knockout,182.62,98.59,0.22,0.0969,2.38,0.112,real_news_reference,0.159,55.15
972,2026,Australia,Turkey,64.4,149.84,group_or_knockout,217.03,112.62,0.163,0.266,0.73,0.322,real_news_reference,0.245,60.96
