panel_id,year,match_id,team,opponent,team_side,stage,sponsor,result_for_team,match_points,team_elo,core_player_rating,core_market_value_m,player_followers_m,event_attention_m,media_reposts_k,exposure_score,fan_score_panel,sponsor_spend_m,sponsor_power_index,brand_fit,activation_quality,commercial_momentum,predicted_roi,roi_per_million_spend,attention_segment,commercial_segment,weather,temperature_c,humidity
1958_112_Brazil,1958,112,Brazil,England,A,tournament,Adidas,draw,1,1829,78.8,57.4,18.61,35.21,92.4,0.194,0.446,33.15,0.774,0.809,0.916,0.501,3.678,0.111,Mid attention,Scalable,rain,24.4,62.7
1958_113_Czechoslovakia,1958,113,Czechoslovakia,Germany,A,tournament,Visa,draw,1,1636,72.1,45.6,14.05,44.01,99.47,0.275,0.382,31.09,0.706,0.715,0.89,0.468,3.299,0.106,Mid attention,Scalable,cloudy,30.9,72.8
1958_114_France,1958,114,France,Yugoslavia,A,tournament,Qatar Airways,loss,0,1748,77.8,46.5,18.67,46.21,160.78,0.316,0.544,24.02,0.501,0.801,0.711,0.434,3.558,0.148,Mid attention,Scalable,clear,39.0,68.6
1958_115_Mexico,1958,115,Mexico,Wales,A,tournament,Hyundai,draw,1,1612,72.1,37.6,18.89,39.61,160.05,0.283,0.509,28.5,0.701,0.712,0.897,0.516,3.57,0.125,Mid attention,Scalable,windy,19.5,88.7
1958_116_Paraguay,1958,116,Paraguay,Scotland,A,tournament,Hyundai,win,3,1578,69.9,30.5,12.88,46.21,130.19,0.321,0.378,26.2,0.66,0.667,0.921,0.526,3.589,0.137,Mid attention,Scalable,rain,31.6,45.8
1958_117_Sweden,1958,117,Sweden,Hungary,A,tournament,Budweiser,win,3,1654,74.4,39.2,19.34,41.81,172.32,0.32,0.54,26.29,0.641,0.705,0.91,0.581,3.707,0.141,Mid attention,Scalable,rain,24.5,35.9
1958_118_Argentina,1958,118,Argentina,Czechoslovakia,A,tournament,Hyundai,loss,0,1753,76.8,58.0,19.5,50.61,83.31,0.355,0.56,30.74,0.75,0.813,0.936,0.532,3.788,0.123,Mid attention,Scalable,hot,22.1,42.1
1958_119_Austria,1958,119,Austria,England,A,tournament,McDonald's,draw,1,1660,70.5,44.6,14.99,44.01,123.83,0.351,0.418,21.71,0.447,0.702,0.72,0.407,3.318,0.153,Mid attention,Scalable,hot,25.6,68.6
1958_120_Brazil,1958,120,Brazil,Russia,A,tournament,Adidas,win,3,1829,78.8,57.4,18.61,39.61,111.93,0.243,0.481,33.15,0.774,0.809,0.916,0.59,3.73,0.113,Mid attention,Scalable,clear,23.4,66.0
1958_121_France,1958,121,France,Scotland,A,tournament,Qatar Airways,win,3,1748,77.8,46.5,18.67,41.81,97.47,0.237,0.49,24.02,0.501,0.801,0.711,0.499,3.475,0.145,Mid attention,Scalable,cloudy,23.7,59.6
1958_122_Germany,1958,122,Germany,Northern Ireland,A,tournament,Coca-Cola,draw,1,1798,81.3,65.9,22.15,44.01,245.16,0.391,0.659,29.19,0.711,0.859,0.907,0.596,4.085,0.14,Mid attention,Scalable,cloudy,20.6,40.0
1958_123_Hungary,1958,123,Hungary,Mexico,A,tournament,Adidas,win,3,1691,78.9,42.6,16.61,44.01,123.46,0.313,0.46,33.47,0.767,0.712,0.937,0.592,3.577,0.107,Mid attention,Scalable,clear,14.6,70.3
1958_124_Paraguay,1958,124,Paraguay,Yugoslavia,A,tournament,Hyundai,draw,1,1578,69.9,30.5,12.88,48.41,123.41,0.394,0.389,26.2,0.66,0.667,0.921,0.476,3.53,0.135,Mid attention,Scalable,clear,13.7,38.4
1958_125_Sweden,1958,125,Sweden,Wales,A,tournament,Budweiser,draw,1,1654,74.4,39.2,19.34,35.21,101.35,0.217,0.469,26.29,0.641,0.705,0.91,0.468,3.647,0.139,Mid attention,Scalable,clear,26.9,76.5
1958_126_Czechoslovakia,1958,126,Czechoslovakia,Northern Ireland,A,tournament,Visa,loss,0,1636,72.1,45.6,14.05,41.81,68.19,0.256,0.355,31.09,0.706,0.715,0.89,0.421,3.315,0.107,Mid attention,Scalable,cloudy,21.3,96.0
1958_127_England,1958,127,England,Russia,A,tournament,McDonald's,loss,0,1695,76.6,52.6,19.34,37.41,86.42,0.249,0.476,20.29,0.426,0.819,0.654,0.37,3.276,0.161,Mid attention,Watchlist,rain,19.4,63.9
1958_128_Hungary,1958,128,Hungary,Wales,A,tournament,Adidas,loss,0,1691,78.9,42.6,16.61,41.81,157.35,0.272,0.462,33.47,0.767,0.712,0.937,0.485,3.578,0.107,Mid attention,Scalable,rain,23.1,67.3
1958_129_Brazil,1958,129,Brazil,Wales,A,tournament,Adidas,win,3,1829,78.8,57.4,18.61,37.41,89.64,0.193,0.458,33.15,0.774,0.809,0.916,0.572,3.745,0.113,Mid attention,Scalable,clear,27.8,50.1
1958_130_France,1958,130,France,Northern Ireland,A,tournament,Qatar Airways,win,3,1748,77.8,46.5,18.67,44.01,99.72,0.266,0.504,24.02,0.501,0.801,0.711,0.51,3.462,0.144,Mid attention,Scalable,clear,24.1,29.0
1958_131_Germany,1958,131,Germany,Yugoslavia,A,tournament,Coca-Cola,win,3,1798,81.3,65.9,22.15,37.41,154.25,0.242,0.579,29.19,0.711,0.859,0.907,0.605,3.895,0.133,Mid attention,Scalable,cloudy,19.1,48.4
1958_132_Sweden,1958,132,Sweden,Russia,A,tournament,Budweiser,win,3,1654,74.4,39.2,19.34,39.61,164.74,0.247,0.523,26.29,0.641,0.705,0.91,0.561,3.678,0.14,Mid attention,Scalable,cloudy,30.4,40.5
1958_133_Brazil,1958,133,Brazil,France,A,tournament,Adidas,win,3,1829,78.8,57.4,18.61,50.61,167.15,0.427,0.573,33.15,0.774,0.809,0.916,0.658,3.862,0.117,Mid attention,Premium,hot,32.5,34.8
1958_134_Sweden,1958,134,Sweden,Germany,A,tournament,Budweiser,win,3,1654,74.4,39.2,19.34,44.01,110.72,0.292,0.527,26.29,0.641,0.705,0.91,0.571,3.663,0.139,Mid attention,Scalable,hot,26.0,85.6
1958_135_France,1958,135,France,Germany,A,tournament,Qatar Airways,win,3,1748,77.8,46.5,18.67,55.01,147.0,0.406,0.592,24.02,0.501,0.801,0.711,0.568,3.584,0.149,Mid attention,Scalable,hot,28.8,62.4
1958_136_Sweden,1958,136,Sweden,Brazil,A,tournament,Budweiser,loss,0,1654,74.4,39.2,19.34,50.61,115.47,0.348,0.569,26.29,0.641,0.705,0.91,0.497,3.762,0.143,Mid attention,Scalable,hot,30.5,64.1
1962_137_Argentina,1962,137,Argentina,Bulgaria,A,tournament,Hyundai,win,3,1753,76.8,58.0,19.5,38.87,84.07,0.232,0.488,30.74,0.75,0.813,0.936,0.582,3.717,0.121,Mid attention,Scalable,windy,29.8,53.1
1962_138_Brazil,1962,138,Brazil,Mexico,A,tournament,Adidas,win,3,1829,78.8,57.4,18.61,41.07,87.61,0.273,0.479,33.15,0.774,0.809,0.916,0.595,3.743,0.113,Mid attention,Scalable,cloudy,26.7,55.2
1962_139_Chile,1962,139,Chile,Switzerland,A,tournament,Hisense,win,3,1622,72.9,38.6,16.65,45.47,109.29,0.369,0.464,27.36,0.824,0.681,0.911,0.623,3.996,0.146,Mid attention,Premium,clear,26.6,73.4
1962_140_Colombia,1962,140,Colombia,Uruguay,A,tournament,Vivo,loss,0,1650,74.7,50.9,8.73,43.27,92.55,0.357,0.235,18.25,0.39,0.764,0.653,0.286,3.18,0.174,Low attention,Watchlist,clear,26.1,57.5
1962_141_Czechoslovakia,1962,141,Czechoslovakia,Spain,A,tournament,Visa,win,3,1636,72.1,45.6,14.05,38.87,71.69,0.227,0.339,31.09,0.706,0.715,0.89,0.509,3.266,0.105,Mid attention,Scalable,clear,16.4,66.5
1962_142_England,1962,142,England,Hungary,A,tournament,McDonald's,loss,0,1695,76.6,52.6,19.34,43.27,131.48,0.277,0.531,20.29,0.426,0.819,0.654,0.396,3.368,0.166,Mid attention,Scalable,clear,27.2,54.9
1962_143_Germany,1962,143,Germany,Italy,A,tournament,Coca-Cola,draw,1,1798,81.3,65.9,22.15,36.67,111.9,0.158,0.556,29.19,0.711,0.859,0.907,0.515,3.841,0.132,Mid attention,Scalable,clear,14.9,52.5
1962_144_Russia,1962,144,Russia,Yugoslavia,A,tournament,Hyundai,win,3,1676,72.7,49.8,18.23,41.07,188.95,0.324,0.514,26.07,0.662,0.69,0.874,0.578,3.778,0.145,Mid attention,Scalable,windy,18.2,35.5
1962_145_Argentina,1962,145,Argentina,England,A,tournament,Hyundai,loss,0,1753,76.8,58.0,19.5,45.47,107.76,0.291,0.539,30.74,0.75,0.813,0.936,0.512,3.733,0.121,Mid attention,Scalable,clear,30.8,26.4
1962_146_Brazil,1962,146,Brazil,Czechoslovakia,A,tournament,Adidas,draw,1,1829,78.8,57.4,18.61,36.67,113.85,0.207,0.464,33.15,0.774,0.809,0.916,0.51,3.731,0.113,Mid attention,Scalable,windy,28.0,53.8
1962_147_Chile,1962,147,Chile,Italy,A,tournament,Hisense,win,3,1622,72.9,38.6,16.65,41.07,128.1,0.26,0.445,27.36,0.824,0.681,0.911,0.596,3.933,0.144,Mid attention,Scalable,rain,31.9,58.9
1962_148_Uruguay,1962,148,Uruguay,Yugoslavia,A,tournament,Vivo,loss,0,1684,74.8,44.8,20.58,45.47,121.02,0.318,0.573,19.75,0.435,0.797,0.741,0.423,3.444,0.174,Mid attention,Scalable,cloudy,21.4,37.4
1962_149_Bulgaria,1962,149,Bulgaria,Hungary,A,tournament,Hisense,loss,0,1502,65.2,28.9,10.5,52.07,183.28,0.466,0.375,33.88,0.911,0.675,0.918,0.536,3.422,0.101,Mid attention,Scalable,rain,16.1,57.4
1962_150_Colombia,1962,150,Colombia,Russia,A,tournament,Vivo,draw,1,1650,74.7,50.9,8.73,54.27,192.68,0.472,0.346,18.25,0.39,0.764,0.653,0.382,3.369,0.185,Mid attention,Scalable,clear,21.6,58.9
1962_151_Germany,1962,151,Germany,Switzerland,A,tournament,Coca-Cola,win,3,1798,81.3,65.9,22.15,43.27,135.52,0.302,0.607,29.19,0.711,0.859,0.907,0.627,3.942,0.135,Mid attention,Premium,cloudy,23.6,23.5
1962_152_Mexico,1962,152,Mexico,Spain,A,tournament,Hyundai,loss,0,1612,72.1,37.6,18.89,38.87,103.4,0.208,0.48,28.5,0.701,0.712,0.897,0.458,3.381,0.119,Mid attention,Scalable,clear,23.5,43.4
1962_153_Argentina,1962,153,Argentina,Hungary,A,tournament,Hyundai,draw,1,1753,76.8,58.0,19.5,36.67,94.81,0.16,0.479,30.74,0.75,0.813,0.936,0.499,3.674,0.12,Mid attention,Scalable,windy,29.8,64.5
1962_154_Brazil,1962,154,Brazil,Spain,A,tournament,Adidas,win,3,1829,78.8,57.4,18.61,43.27,84.31,0.26,0.492,33.15,0.774,0.809,0.916,0.597,3.711,0.112,Mid attention,Scalable,clear,20.8,64.2
1962_155_Chile,1962,155,Chile,Germany,A,tournament,Hisense,loss,0,1622,72.9,38.6,16.65,41.07,93.66,0.253,0.43,27.36,0.824,0.681,0.911,0.489,3.866,0.141,Mid attention,Scalable,clear,25.1,39.5
1962_156_Russia,1962,156,Russia,Uruguay,A,tournament,Hyundai,win,3,1676,72.7,49.8,18.23,43.27,103.89,0.334,0.49,26.07,0.662,0.69,0.874,0.571,3.705,0.142,Mid attention,Scalable,rain,17.1,60.5
1962_157_Bulgaria,1962,157,Bulgaria,England,A,tournament,Hisense,draw,1,1502,65.2,28.9,10.5,36.67,76.5,0.197,0.234,33.88,0.911,0.675,0.918,0.468,3.187,0.094,Low attention,Scalable,cloudy,25.7,74.4
1962_158_Colombia,1962,158,Colombia,Yugoslavia,A,tournament,Vivo,loss,0,1650,74.7,50.9,8.73,47.67,154.08,0.395,0.288,18.25,0.39,0.764,0.653,0.313,3.26,0.179,Low attention,Watchlist,cloudy,23.0,70.4
1962_159_Czechoslovakia,1962,159,Czechoslovakia,Mexico,A,tournament,Visa,loss,0,1636,72.1,45.6,14.05,45.47,181.65,0.348,0.427,31.09,0.706,0.715,0.89,0.465,3.414,0.11,Mid attention,Scalable,cloudy,18.5,56.5
1962_160_Italy,1962,160,Italy,Switzerland,A,tournament,Visa,win,3,1755,77.8,61.6,11.04,43.27,95.89,0.248,0.297,33.4,0.741,0.761,0.842,0.51,3.325,0.1,Low attention,Scalable,clear,21.6,50.5
1962_161_Brazil,1962,161,Brazil,England,A,tournament,Adidas,win,3,1829,78.8,57.4,18.61,45.47,140.67,0.308,0.53,33.15,0.774,0.809,0.916,0.62,3.786,0.114,Mid attention,Scalable,rain,21.9,47.9
1962_162_Chile,1962,162,Chile,Russia,A,tournament,Hisense,win,3,1622,72.9,38.6,16.65,43.27,92.56,0.259,0.443,27.36,0.824,0.681,0.911,0.595,3.935,0.144,Mid attention,Scalable,clear,21.4,65.5
1962_163_Czechoslovakia,1962,163,Czechoslovakia,Hungary,A,tournament,Visa,win,3,1636,72.1,45.6,14.05,38.87,101.99,0.294,0.352,31.09,0.706,0.715,0.89,0.527,3.275,0.105,Mid attention,Scalable,clear,33.6,61.1
1962_164_Germany,1962,164,Germany,Yugoslavia,A,tournament,Coca-Cola,loss,0,1798,81.3,65.9,22.15,38.87,91.55,0.206,0.561,29.19,0.711,0.859,0.907,0.492,3.885,0.133,Mid attention,Scalable,clear,22.4,68.1
1962_165_Chile,1962,165,Chile,Brazil,A,tournament,Hisense,loss,0,1622,72.9,38.6,16.65,49.87,168.67,0.425,0.517,27.36,0.824,0.681,0.911,0.553,4.039,0.148,Mid attention,Scalable,clear,21.5,60.1
1962_166_Czechoslovakia,1962,166,Czechoslovakia,Yugoslavia,A,tournament,Visa,win,3,1636,72.1,45.6,14.05,45.47,107.45,0.288,0.395,31.09,0.706,0.715,0.89,0.542,3.358,0.108,Mid attention,Scalable,clear,10.4,71.1
1962_167_Chile,1962,167,Chile,Yugoslavia,A,tournament,Hisense,win,3,1622,72.9,38.6,16.65,38.87,147.45,0.29,0.44,27.36,0.824,0.681,0.911,0.6,3.976,0.145,Mid attention,Scalable,cloudy,17.6,59.5
1962_168_Brazil,1962,168,Brazil,Czechoslovakia,A,tournament,Adidas,win,3,1829,78.8,57.4,18.61,45.47,121.3,0.332,0.521,33.15,0.774,0.809,0.916,0.621,3.814,0.115,Mid attention,Premium,clear,21.4,70.6
1966_169_England,1966,169,England,Uruguay,A,tournament,McDonald's,draw,1,1695,76.6,52.6,19.34,38.12,90.82,0.215,0.482,20.29,0.426,0.819,0.654,0.4,3.34,0.165,Mid attention,Scalable,clear,18.9,71.9
1966_170_Brazil,1966,170,Brazil,Bulgaria,A,tournament,Adidas,win,3,1829,78.8,57.4,18.61,42.52,85.55,0.264,0.487,33.15,0.774,0.809,0.916,0.596,3.76,0.113,Mid attention,Scalable,cloudy,31.3,45.1
1966_171_Germany,1966,171,Germany,Switzerland,A,tournament,Coca-Cola,win,3,1798,81.3,65.9,22.15,49.12,150.68,0.364,0.65,29.19,0.711,0.859,0.907,0.654,4.018,0.138,Mid attention,Premium,clear,22.0,29.1
1966_172_North_Korea,1966,172,North Korea,Russia,A,tournament,Adidas,loss,0,1482,66.9,26.9,8.79,44.72,164.2,0.354,0.276,26.45,0.659,0.656,0.915,0.393,3.287,0.124,Low attention,Scalable,rain,30.7,82.7
1966_173_Argentina,1966,173,Argentina,Spain,A,tournament,Hyundai,win,3,1753,76.8,58.0,19.5,44.72,137.96,0.312,0.547,30.74,0.75,0.813,0.936,0.619,3.799,0.124,Mid attention,Scalable,windy,23.4,62.1
1966_174_Chile,1966,174,Chile,Italy,A,tournament,Hisense,loss,0,1622,72.9,38.6,16.65,42.52,227.43,0.324,0.498,27.36,0.824,0.681,0.911,0.528,3.942,0.144,Mid attention,Scalable,cloudy,23.2,30.6
1966_175_France,1966,175,France,Mexico,A,tournament,Qatar Airways,draw,1,1748,77.8,46.5,18.67,42.52,181.33,0.293,0.531,24.02,0.501,0.801,0.711,0.458,3.526,0.147,Mid attention,Scalable,hot,22.5,46.6
1966_176_Hungary,1966,176,Hungary,Portugal,A,tournament,Adidas,loss,0,1691,78.9,42.6,16.61,46.92,123.02,0.344,0.478,33.47,0.767,0.712,0.937,0.504,3.531,0.105,Mid attention,Scalable,clear,23.0,70.3
1966_177_Brazil,1966,177,Brazil,Hungary,A,tournament,Adidas,loss,0,1829,78.8,57.4,18.61,46.92,122.66,0.382,0.531,33.15,0.774,0.809,0.916,0.534,3.788,0.114,Mid attention,Scalable,clear,33.3,53.5
1966_178_Chile,1966,178,Chile,North Korea,A,tournament,Hisense,draw,1,1622,72.9,38.6,16.65,42.52,138.59,0.304,0.459,27.36,0.824,0.681,0.911,0.543,3.957,0.145,Mid attention,Scalable,rain,9.1,49.8
1966_179_France,1966,179,France,Uruguay,A,tournament,Qatar Airways,loss,0,1748,77.8,46.5,18.67,44.72,101.07,0.297,0.509,24.02,0.501,0.801,0.711,0.417,3.477,0.145,Mid attention,Scalable,rain,11.0,80.4
1966_180_Spain,1966,180,Spain,Switzerland,A,tournament,Budweiser,win,3,1708,77.4,45.2,19.26,44.72,177.15,0.358,0.558,27.85,0.668,0.724,0.933,0.604,3.792,0.136,Mid attention,Scalable,hot,19.7,41.2
1966_181_Argentina,1966,181,Argentina,Germany,A,tournament,Hyundai,draw,1,1753,76.8,58.0,19.5,38.12,120.54,0.275,0.499,30.74,0.75,0.813,0.936,0.528,3.646,0.119,Mid attention,Scalable,clear,23.1,45.2
1966_182_Bulgaria,1966,182,Bulgaria,Portugal,A,tournament,Hisense,loss,0,1502,65.2,28.9,10.5,44.72,137.31,0.33,0.31,33.88,0.911,0.675,0.918,0.487,3.289,0.097,Low attention,Scalable,rain,27.1,61.4
1966_183_England,1966,183,England,Mexico,A,tournament,McDonald's,win,3,1695,76.6,52.6,19.34,42.52,147.28,0.294,0.534,20.29,0.426,0.819,0.654,0.5,3.471,0.171,Mid attention,Scalable,clear,25.8,64.2
1966_184_Italy,1966,184,Italy,Russia,A,tournament,Visa,loss,0,1755,77.8,61.6,11.04,40.33,186.7,0.337,0.319,33.4,0.741,0.761,0.842,0.434,3.385,0.101,Low attention,Scalable,clear,20.7,65.9
1966_185_Argentina,1966,185,Argentina,Switzerland,A,tournament,Hyundai,win,3,1753,76.8,58.0,19.5,42.52,127.47,0.305,0.529,30.74,0.75,0.813,0.936,0.611,3.782,0.123,Mid attention,Scalable,clear,29.1,72.6
1966_186_Brazil,1966,186,Brazil,Portugal,A,tournament,Adidas,loss,0,1829,78.8,57.4,18.61,46.92,129.9,0.386,0.534,33.15,0.774,0.809,0.916,0.535,3.79,0.114,Mid attention,Scalable,windy,29.2,61.2
1966_187_Italy,1966,187,Italy,North Korea,A,tournament,Visa,loss,0,1755,77.8,61.6,11.04,40.33,175.83,0.305,0.314,33.4,0.741,0.761,0.842,0.426,3.453,0.103,Low attention,Scalable,clear,24.1,65.8
1966_188_Mexico,1966,188,Mexico,Uruguay,A,tournament,Hyundai,draw,1,1612,72.1,37.6,18.89,38.12,142.83,0.22,0.493,28.5,0.701,0.712,0.897,0.498,3.456,0.121,Mid attention,Scalable,hot,28.8,53.9
1966_189_Bulgaria,1966,189,Bulgaria,Hungary,A,tournament,Hisense,loss,0,1502,65.2,28.9,10.5,46.92,122.56,0.301,0.317,33.88,0.911,0.675,0.918,0.484,3.325,0.098,Low attention,Scalable,cloudy,24.6,59.0
1966_190_Chile,1966,190,Chile,Russia,A,tournament,Hisense,loss,0,1622,72.9,38.6,16.65,44.72,127.98,0.363,0.468,27.36,0.824,0.681,0.911,0.523,3.909,0.143,Mid attention,Scalable,rain,19.6,59.7
1966_191_England,1966,191,England,France,A,tournament,McDonald's,win,3,1695,76.6,52.6,19.34,42.52,128.34,0.341,0.525,20.29,0.426,0.819,0.654,0.506,3.443,0.17,Mid attention,Scalable,rain,27.2,61.4
1966_192_Germany,1966,192,Germany,Spain,A,tournament,Coca-Cola,win,3,1798,81.3,65.9,22.15,44.72,141.42,0.322,0.619,29.19,0.711,0.859,0.907,0.635,3.984,0.136,Mid attention,Premium,hot,23.7,70.4
1966_193_England,1966,193,England,Argentina,A,tournament,McDonald's,win,3,1695,76.6,52.6,19.34,40.33,78.83,0.226,0.49,20.29,0.426,0.819,0.654,0.472,3.329,0.164,Mid attention,Scalable,clear,23.0,66.9
1966_194_Germany,1966,194,Germany,Uruguay,A,tournament,Coca-Cola,win,3,1798,81.3,65.9,22.15,46.92,87.06,0.356,0.608,29.19,0.711,0.859,0.907,0.637,3.937,0.135,Mid attention,Premium,clear,31.8,58.7
1966_195_Hungary,1966,195,Hungary,Russia,A,tournament,Adidas,loss,0,1691,78.9,42.6,16.61,44.72,99.68,0.269,0.454,33.47,0.767,0.712,0.937,0.482,3.511,0.105,Mid attention,Scalable,cloudy,8.3,45.1
1966_196_North_Korea,1966,196,North Korea,Portugal,A,tournament,Adidas,loss,0,1482,66.9,26.9,8.79,55.72,121.54,0.413,0.325,26.45,0.659,0.656,0.915,0.422,3.325,0.126,Low attention,Scalable,clear,14.5,59.1
1966_197_Germany,1966,197,Germany,Russia,A,tournament,Coca-Cola,win,3,1798,81.3,65.9,22.15,44.72,106.71,0.322,0.603,29.19,0.711,0.859,0.907,0.629,3.948,0.135,Mid attention,Premium,clear,15.9,57.6
1966_198_England,1966,198,England,Portugal,A,tournament,McDonald's,win,3,1695,76.6,52.6,19.34,44.72,152.65,0.323,0.549,20.29,0.426,0.819,0.654,0.512,3.455,0.17,Mid attention,Scalable,clear,20.8,61.1
1966_199_Portugal,1966,199,Portugal,Russia,A,tournament,Mengniu,win,3,1702,76.8,47.1,14.4,44.72,121.89,0.314,0.406,17.76,0.359,0.8,0.643,0.433,3.23,0.182,Mid attention,Scalable,clear,21.5,93.3
1966_200_England,1966,200,England,Germany,A,tournament,McDonald's,win,3,1695,76.6,52.6,19.34,51.32,154.95,0.405,0.591,20.29,0.426,0.819,0.654,0.542,3.486,0.172,Mid attention,Scalable,clear,14.0,49.6
1970_201_Mexico,1970,201,Mexico,Russia,A,tournament,Hyundai,draw,1,1612,72.1,37.6,18.89,39.58,80.28,0.238,0.475,28.5,0.701,0.712,0.897,0.495,3.445,0.121,Mid attention,Scalable,clear,17.1,64.8
1970_202_Bulgaria,1970,202,Bulgaria,Peru,A,tournament,Hisense,loss,0,1502,65.2,28.9,10.5,50.58,127.01,0.422,0.341,33.88,0.911,0.675,0.918,0.515,3.338,0.099,Mid attention,Scalable,hot,17.8,75.1
1970_203_England,1970,203,England,Romania,A,tournament,McDonald's,win,3,1695,76.6,52.6,19.34,41.78,140.73,0.296,0.526,20.29,0.426,0.819,0.654,0.498,3.399,0.168,Mid attention,Scalable,clear,37.7,59.6
1970_204_Israel,1970,204,Israel,Uruguay,A,tournament,Budweiser,loss,0,1388,61.1,14.8,4.76,43.98,148.46,0.341,0.159,29.1,0.645,0.524,0.881,0.341,2.895,0.099,Low attention,Watchlist,windy,33.8,95.4
1970_205_Belgium,1970,205,Belgium,El Salvador,A,tournament,Visa,win,3,1674,71.5,40.4,23.19,46.18,107.73,0.265,0.64,26.85,0.655,0.72,0.914,0.614,3.742,0.139,Mid attention,Scalable,windy,20.5,52.0
1970_206_Brazil,1970,206,Brazil,Czechoslovakia,A,tournament,Adidas,win,3,1829,78.8,57.4,18.61,50.58,151.23,0.398,0.565,33.15,0.774,0.809,0.916,0.65,3.878,0.117,Mid attention,Premium,clear,20.8,63.2
1970_207_Germany,1970,207,Germany,Morocco,A,tournament,Coca-Cola,win,3,1798,81.3,65.9,22.15,46.18,244.26,0.387,0.672,29.19,0.711,0.859,0.907,0.667,4.11,0.141,High attention,Premium,rain,16.1,45.2
1970_208_Italy,1970,208,Italy,Sweden,A,tournament,Visa,win,3,1755,77.8,61.6,11.04,41.78,118.81,0.245,0.298,33.4,0.741,0.761,0.842,0.509,3.345,0.1,Low attention,Scalable,cloudy,11.6,52.4
1970_209_Belgium,1970,209,Belgium,Russia,A,tournament,Visa,loss,0,1674,71.5,40.4,23.19,50.58,119.04,0.354,0.672,26.85,0.655,0.72,0.914,0.542,3.66,0.136,High attention,Scalable,rain,22.3,62.0
1970_210_Czechoslovakia,1970,210,Czechoslovakia,Romania,A,tournament,Visa,loss,0,1636,72.1,45.6,14.05,46.18,125.7,0.324,0.407,31.09,0.706,0.715,0.89,0.453,3.382,0.109,Mid attention,Scalable,clear,17.0,71.5
1970_211_Italy,1970,211,Italy,Uruguay,A,tournament,Visa,draw,1,1755,77.8,61.6,11.04,39.58,116.06,0.277,0.283,33.4,0.741,0.761,0.842,0.443,3.297,0.099,Low attention,Scalable,clear,22.5,63.1
1970_212_Morocco,1970,212,Morocco,Peru,A,tournament,Mengniu,loss,0,1552,69.2,34.3,12.67,46.18,126.5,0.297,0.371,19.44,0.364,0.668,0.598,0.318,2.985,0.154,Mid attention,Watchlist,clear,13.4,78.1
1970_213_Brazil,1970,213,Brazil,England,A,tournament,Adidas,win,3,1829,78.8,57.4,18.61,41.78,118.35,0.279,0.497,33.15,0.774,0.809,0.916,0.602,3.774,0.114,Mid attention,Scalable,cloudy,18.4,56.5
1970_214_Bulgaria,1970,214,Bulgaria,Germany,A,tournament,Hisense,loss,0,1502,65.2,28.9,10.5,54.98,104.88,0.405,0.358,33.88,0.911,0.675,0.918,0.519,3.313,0.098,Mid attention,Scalable,windy,23.9,52.7
1970_215_Israel,1970,215,Israel,Sweden,A,tournament,Budweiser,draw,1,1388,61.1,14.8,4.76,43.98,95.99,0.28,0.136,29.1,0.645,0.524,0.881,0.355,2.844,0.098,Low attention,Watchlist,rain,25.2,96.0
1970_216_Mexico,1970,216,Mexico,El Salvador,A,tournament,Hyundai,win,3,1612,72.1,37.6,18.89,48.38,132.59,0.389,0.551,28.5,0.701,0.712,0.897,0.618,3.661,0.128,Mid attention,Scalable,rain,25.5,64.3
1970_217_Brazil,1970,217,Brazil,Romania,A,tournament,Adidas,win,3,1829,78.8,57.4,18.61,50.58,138.0,0.405,0.56,33.15,0.774,0.809,0.916,0.649,3.841,0.116,Mid attention,Premium,windy,15.1,46.5
1970_218_El_Salvador,1970,218,El Salvador,Russia,A,tournament,Budweiser,loss,0,1404,61.9,14.8,7.67,43.98,107.25,0.333,0.217,33.75,0.727,0.582,0.92,0.39,2.861,0.085,Low attention,Scalable,rain,28.1,46.9
1970_219_Germany,1970,219,Germany,Peru,A,tournament,Coca-Cola,win,3,1798,81.3,65.9,22.15,48.38,131.57,0.357,0.637,29.19,0.711,0.859,0.907,0.648,4.039,0.138,Mid attention,Premium,clear,18.2,42.9
1970_220_Sweden,1970,220,Sweden,Uruguay,A,tournament,Budweiser,win,3,1654,74.4,39.2,19.34,41.78,121.45,0.261,0.518,26.29,0.641,0.705,0.91,0.562,3.617,0.138,Mid attention,Scalable,hot,26.8,73.0
1970_221_Bulgaria,1970,221,Bulgaria,Morocco,A,tournament,Hisense,draw,1,1502,65.2,28.9,10.5,43.98,161.22,0.325,0.316,33.88,0.911,0.675,0.918,0.522,3.389,0.1,Low attention,Scalable,clear,22.9,52.2
1970_222_Czechoslovakia,1970,222,Czechoslovakia,England,A,tournament,Visa,loss,0,1636,72.1,45.6,14.05,41.78,116.12,0.284,0.376,31.09,0.706,0.715,0.89,0.434,3.325,0.107,Mid attention,Scalable,clear,14.7,60.0
1970_223_Israel,1970,223,Israel,Italy,A,tournament,Budweiser,draw,1,1388,61.1,14.8,4.76,39.58,126.48,0.264,0.122,29.1,0.645,0.524,0.881,0.347,2.811,0.097,Low attention,Watchlist,cloudy,21.1,57.0
1970_224_Mexico,1970,224,Mexico,Belgium,A,tournament,Hyundai,win,3,1612,72.1,37.6,18.89,41.78,102.59,0.238,0.498,28.5,0.701,0.712,0.897,0.57,3.489,0.122,Mid attention,Scalable,windy,25.2,69.7
